n 500
c 1558
z 3198
time 0.00
1,234,114,0
2,39,19,0
3,1053,873,0
4,351,291,0
5,585,485,0
6,78,38,0
7,117,97,0
8,234,194,0
9,312,152,0
10,156,76,0
11,156,76,0
12,273,133,0
13,351,291,0
14,351,291,0
15,312,152,0
16,468,388,0
17,156,76,0
18,585,485,0
19,468,388,0
20,1053,873,0
21,702,582,0
22,1053,873,0
23,819,679,0
24,234,194,0
25,39,19,0
26,1170,970,0
27,234,194,0
28,234,194,0
29,351,291,0
30,936,776,0
31,468,388,0
32,351,171,0
33,351,171,0
34,156,76,0
35,351,171,0
36,390,190,0
37,468,388,0
38,156,76,0
39,312,152,0
40,390,190,0
41,468,388,0
42,702,582,0
43,234,114,0
44,1170,970,0
45,195,95,0
46,117,97,0
47,351,291,0
48,936,776,0
49,585,485,0
50,78,38,0
51,702,582,0
52,234,114,0
53,117,97,0
54,117,57,0
55,117,97,0
56,819,679,0
57,234,194,0
58,702,582,0
59,702,582,0
60,156,76,0
61,39,19,0
62,351,171,0
63,1170,970,0
64,117,97,0
65,156,76,0
66,390,190,0
67,390,190,0
68,78,38,0
69,1053,873,0
70,936,776,0
71,312,152,0
72,156,76,0
73,312,152,0
74,39,19,0
75,351,291,0
76,39,19,0
77,819,679,0
78,585,485,0
79,234,114,0
80,585,485,0
81,1170,970,0
82,468,388,0
83,195,95,0
84,351,171,0
85,312,152,0
86,273,133,0
87,1170,970,0
88,312,152,0
89,390,190,0
90,936,776,0
91,390,190,0
92,1053,873,0
93,585,485,0
94,390,190,0
95,117,97,0
96,117,57,0
97,78,38,0
98,117,97,0
99,234,114,0
100,273,133,0
101,702,582,0
102,936,776,0
103,156,76,0
104,702,582,0
105,585,485,0
106,351,291,0
107,312,152,0
108,156,76,0
109,351,291,0
110,468,388,0
111,117,97,0
112,117,57,0
113,273,133,0
114,39,19,0
115,468,388,0
116,1170,970,0
117,390,190,0
118,195,95,0
119,702,582,0
120,1053,873,0
121,39,19,0
122,1170,970,0
123,117,97,0
124,234,194,0
125,234,194,0
126,819,679,0
127,234,114,0
128,936,776,0
129,702,582,0
130,585,485,0
131,1170,970,0
132,156,76,0
133,234,114,0
134,234,194,0
135,156,76,0
136,78,38,0
137,78,38,0
138,117,97,0
139,1170,970,0
140,1170,970,0
141,195,95,0
142,234,194,0
143,117,97,0
144,1170,970,0
145,585,485,0
146,936,776,0
147,117,57,0
148,117,97,0
149,702,582,0
150,585,485,0
151,1170,970,0
152,195,95,0
153,936,776,0
154,468,388,0
155,234,114,0
156,585,485,0
157,234,194,0
158,273,133,0
159,273,133,0
160,351,291,0
161,351,291,0
162,117,57,0
163,273,133,0
164,117,57,0
165,117,57,0
166,468,388,0
167,78,38,0
168,234,114,0
169,936,776,0
170,468,388,0
171,273,133,0
172,351,171,0
173,234,194,0
174,351,171,0
175,39,19,0
176,351,171,0
177,78,38,0
178,117,57,0
179,351,291,0
180,351,291,0
181,234,194,0
182,390,190,0
183,39,19,0
184,390,190,0
185,156,76,0
186,390,190,0
187,351,171,0
188,117,97,0
189,195,95,0
190,234,114,0
191,390,190,0
192,468,388,0
193,156,76,0
194,585,485,0
195,585,485,0
196,468,388,0
197,156,76,0
198,78,38,0
199,117,97,0
200,702,582,0
201,1053,873,0
202,585,485,0
203,351,291,0
204,39,19,0
205,234,194,0
206,585,485,0
207,156,76,0
208,156,76,0
209,351,291,0
210,702,582,0
211,351,291,0
212,702,582,0
213,195,95,0
214,936,776,0
215,273,133,0
216,39,19,0
217,936,776,0
218,702,582,0
219,195,95,0
220,351,291,0
221,39,19,0
